county,state,season,title,latitude,longitude,date,number,classification,geohash,temperature_high,temperature_mid,temperature_low,dew_point,humidity,cloud_cover,moon_phase,precip_intensity,precip_probability,precip_type,pressure,summary,conditions,uv_index,visibility,wind_bearing,wind_speed
Geauga County,Ohio,Winter,Report 10766: Motorist has a nighttime sighting just outside of Chardon.,41.57231,-81.22075,2/24/2005,10766,Class A,dpqhxb0b72,26,23.3,19.9,16.2,74.1,91.6,0.52,0.041,100,['snow'],1022.4,Cloudy skies throughout the day with snow in the morning and afternoon.,"Snow, Overcast",,7.9,40.3,13.1
Geauga County,Ohio,Summer,Report 15088: Possible approach at night near Chesterland,41.50086,-81.28275,8/14/2005,15088,Class B,dpqhn758n9,75.5,71.4,69,67.4,87.3,87.7,0.33,0.194,100,['rain'],1015.9,Partly cloudy throughout the day with a chance of rain throughout the day.,"Rain, Partially cloudy",,6.9,290.9,11.7
Geauga County,Ohio,Summer,Report 15430: Mother describes possible sightings by her children outside their rural home in Auburn Township,41.38199,-81.27506,8/4/2006,15430,Class B,dpq5qt379f,82.6,75.8,69.5,62.2,64.6,41.1,0.34,0.002,100,['rain'],1016.3,Partly cloudy throughout the day with early morning rain.,"Rain, Partially cloudy",,9.7,334.8,11.4
Greene County,Ohio,Summer,Report 4498: Late afternoon sighting by motorist on I-675 near Beavercreek,39.74961,-84.09158,6/1/2002,4498,Class A,dph4nknqk0,84.1,74.3,63.2,65.8,77.7,63.7,0.7,0.086,100,['rain'],1008.9,Partly cloudy throughout the day with rain.,"Rain, Partially cloudy",,5.8,231.3,11.8
Greene County,Ohio,Winter,Report 40619: Possible daylight sighting while walking a dog on a bikeway near Jamestown,39.6543,-83.7278,3/16/2013,40619,Class B,dph3wdz70c,54.9,44.1,34.8,39.5,84.1,75.1,0.16,0.132,100,['rain'],1009,Partly cloudy throughout the day with a chance of rain throughout the day.,"Rain, Partially cloudy",,7.3,314.5,17.8
Guernsey County,Ohio,Fall,Report 8042: Bowhunter turns around to see a creature staring at him almost motionless.,40.08946,-81.69818,10/25/1996,8042,Class A,dpjuhfj4n2,0,,0,,,,0.47,,,,,,,,,,
Guernsey County,Ohio,Fall,Report 4558: Young squirrel hunter has evening sighting on family property near Birds Run,40.17699,-81.63656,10/15/1998,4558,Class A,dpjuw3fpfm,64.5,52.4,39.3,41.8,70,43.3,0.84,0,0,,1023.3,Partly cloudy throughout the day.,Partially cloudy,,13.2,238.5,11.4
Guernsey County,Ohio,Summer,Report 2332: Three men are awakened by a series of loud screams identical to those of the BFRO website,39.95329,-81.39827,8/1/1999,2332,Class B,dpn579r8fc,86.9,78.2,73.1,67.1,70.7,70.2,0.65,0.387,100,['rain'],1012.7,Partly cloudy throughout the day with rain in the morning and afternoon.,"Rain, Partially cloudy",,8.9,333.2,11.6
Guernsey County,Ohio,Spring,Report 24141: Large creature mistaken for roadkill stands up and runs on two legs near Salt Fork Lake State Park,40.10801,-81.56232,5/15/2003,24141,Class A,dpnh0j2nh4,70.2,60.6,52.6,55.2,83.6,77.4,0.5,0.689,100,['rain'],1012.2,Partly cloudy throughout the day with rain.,"Rain, Partially cloudy",,8.6,175.5,11.1
Guernsey County,Ohio,Spring,Report 8843: Vocalizations heard and tracks found at Salt Fork State Park,40.0799,-81.49697,4/17/2004,8843,Class B,dpnh12rdqf,79,64.1,47.3,49.1,59.9,12.9,0.93,0,0,,1021.4,Clear conditions throughout the day.,Clear,,9.6,221,15
Guernsey County,Ohio,Summer,Report 9281: Man has an early morning sighting near Pleasant City,39.92781,-81.61014,8/17/2004,9281,Class A,dpjgnutk3g,77.3,65.2,52.8,56,76.2,18.8,0.06,0.012,100,['rain'],1020.1,Clear conditions throughout the day with early morning rain.,Rain,,6,231.3,8.4
Guernsey County,Ohio,Summer,"Report 9188: While picnicking in early evening, a couple has sighting at Salt Fork State Park",40.1218,-81.5117,8/18/2004,9188,Class A,dpnh1puyrt,79.7,68.6,59.1,61.1,78.6,20,0.09,0.128,100,['rain'],1014.6,Partly cloudy throughout the day with late afternoon rain.,Rain,,6.1,178.5,11
Guernsey County,Ohio,Summer,Report 15876: Possible stalking near Salt Fork Lake spillway (drains into Wills Creek),40.1138,-81.5518,8/12/2005,15876,Class B,dpnh0nrzc6,92.3,79.6,68.7,68.1,71.6,5.3,0.25,0,0,,1015,Clear conditions throughout the day.,Clear,,5.5,231.4,11.2
Guernsey County,Ohio,Summer,Report 15371: Possible sighting by teens in Salt Fork State Park,40.11632,-81.52101,7/28/2006,15371,Class B,dpnh0yynwb,81.4,76.8,72.3,69.3,77.9,70.1,0.11,0.098,100,['rain'],1015.5,Partly cloudy throughout the day with morning rain.,"Rain, Partially cloudy",,9,231,11.2
Guernsey County,Ohio,Summer,Report 31439: Possible rock throwing display while night fishing at Salt Fork State Park,40.11682,-81.4936,7/18/2010,31439,Class B,dpnh1x41mm,87.6,77.3,69.8,68,74.7,34.9,0.25,0.369,100,['rain'],1014.1,Clearing in the afternoon with rain.,"Rain, Partially cloudy",,9.2,231.5,12.4
Guernsey County,Ohio,Spring,Report 41232: Sighting of two animals walking a ridge line in Salt Fork State Park,40.10348,-81.50933,5/5/2013,41232,Class A,dpnh1hwewy,73.4,62.4,49.6,32.9,37.4,0.6,0.85,0,0,,1016.9,Clear conditions throughout the day.,Clear,,9.9,97.1,13.6
Guernsey County,Ohio,Summer,Report 41452: Couple flees their camp site after a possible late night encounter at Salt Fork State Park,40.12719,-81.50403,6/17/2013,41452,Class B,dpnh32ftf6,81.8,71.3,64.8,62.9,77.3,44.2,0.3,0.07,100,['rain'],1014.1,Clearing in the afternoon with late afternoon rain.,"Rain, Partially cloudy",,8.1,229.9,7.1
Guernsey County,Ohio,Winter,Report 56800: Possible sighting and casting of a print near Hosak's Cave in Salt Fork State Park,40.14003,-81.49033,2/12/2017,56800,Class B,dpnh3ek89e,53.5,47.8,36.8,41.2,79.5,77.5,0.55,0.234,100,['rain'],1011.2,Partly cloudy throughout the day with rain.,"Rain, Partially cloudy",,7.3,290.2,20.8
Guernsey County,Ohio,Spring,,,,,69304,Class B,,,,,,,,,,,,,,,,,,
Guernsey County,Ohio,Fall,Report 69398: Two men find unusual brush structure while deer hunting 10 miles east of Cambridge,40.01452,-81.34529,7/6/2021,69398,Class B,dpn5suqjmr,89.7,80.4,70.6,70.1,73.2,10.5,0.89,0,0,,1017.3,Clear conditions throughout the day.,Clear,8,9.3,246,9
Hardin County,Ohio,Spring,Report 8446: Three motorists have early morning road sighting near Hardin/Allen county line,40.6559,-83.9374,3/25/2004,8446,Class A,dphr3cntuc,64.6,58,51.9,46.2,65.3,97.6,0.15,0.075,100,['rain'],1026.5,Cloudy skies throughout the day with rain.,"Rain, Overcast",,9.9,199,20.4
Harrison County,Ohio,Fall,Report 5013: Campers have encounter at night close to Tappan Lake,40.42655,-81.25576,10/1/2000,5013,Class B,dpnjyzrmex,71.6,58.9,48.6,40.1,52.6,36.2,0.12,0,0,,1019.2,Clearing in the afternoon.,Partially cloudy,,6,166.2,8.3
Harrison County,Ohio,Summer,"Report 9022: While staying in cabins, sleepers awakened in early morning by strange sounds and notice unusual smell in Appalachian foothills",40.42687,-81.2558,7/18/2004,9022,Class B,dpnjyzrrdd,75.3,66.9,60.8,61.2,82.8,74.4,0.04,0.089,100,['rain'],1011.9,Partly cloudy throughout the day with rain.,"Rain, Partially cloudy",,6.8,22.4,9.5
Harrison County,Ohio,Summer,"Report 37692: Couple hears a series of ""Whoops"" while night fishing at Tappan Lake.",40.36207,-81.18504,3/2/2010,37692,Class B,dpnm8edy57,32.5,29.5,25.8,23.6,78.4,96.9,0.57,0,0,,1014.8,Cloudy skies throughout the day.,Overcast,,8.8,19.2,7.5
Harrison County,Ohio,Spring,Report 34664: Fishermen describe nightime encounter at Clendening Lake near Buckeye Trail,40.24786,-81.15179,3/19/2012,34664,Class B,dpnkcqghf0,77.5,64.6,54.3,54.5,73.1,48,0.9,0.216,100,['rain'],1020,Clearing in the afternoon with early morning rain.,"Rain, Partially cloudy",,8.7,50.2,5.7
Harrison County,Ohio,Summer,Report 63140: Multiple encounters near an old strip mine just outside of Harrisville.,40.16912,-80.62003,2/6/2020,63140,Class B,dpnst2w614,41,35.9,33.2,34.3,93.9,98,0.42,0.433,100,"['rain', 'snow']",998.1,Cloudy skies throughout the day with a chance of rain or snow throughout the day.,"Snow, Rain, Overcast",1,2.9,330.1,12.7
Harrison County,Ohio,Summer,Report 30548: Two fisherman hear commotion of a roaring animal on brushy bank of Clendening Lake,40.26059,-81.22332,2/16/2020,30548,Class B,dpnjp9nyzm,40,35.8,27.6,23.8,62.2,70.1,0.76,0,0,,1020.5,Partly cloudy throughout the day.,Partially cloudy,3,9.9,245.4,6.2
Harrison County,Ohio,Winter,"Report 62549: Landowner reports stolen animals along with a sighting of a tall, bipedal, black creature.",40.30527,-80.93864,2/16/2020,62549,Class A,dpnmq1q70y,41.3,36.7,29.4,23,59.1,71.5,0.76,0,0,,1020.6,Partly cloudy throughout the day.,Partially cloudy,1,9.8,238.6,8.7
Harrison County,Ohio,Fall,Report 50856: Hunters encounter an 8' tall Bigfoot near Scio while clearing trails.,40.40611,-81.13733,2/29/2020,50856,Class A,dpnmcetweh,31.8,25,19.5,11.6,57.3,37.5,0.2,0,0,,1019.8,Partly cloudy throughout the day.,Partially cloudy,7,9.8,280.6,17
Harrison County,Ohio,Spring,Report 35079: Dairy worker describes 5am sighting between Tappan and Clendening Lake,40.30824,-81.24778,3/4/2020,35079,Class A,dpnjr1vht8,50.7,42.6,33.3,29.9,61.3,36.4,0.33,0.009,100,['rain'],1012.9,Partly cloudy throughout the day with afternoon rain.,"Rain, Partially cloudy",4,9.9,270.3,17.3
Harrison County,Ohio,Fall,Report 37793: Family reports several encounters over several months on the outskirts of Scio,40.40192,-81.08803,2/3/2021,37793,Class A,dpnmffcqpz,28.2,24.6,14.1,17.4,73.7,64.2,0.71,0,0,,1015.4,Partly cloudy throughout the day.,Partially cloudy,7,9.9,301.1,14.1
Hocking County,Ohio,Fall,Report 3920: Hunters have several encounters near Ash Cave State Park,39.39935,-82.52238,10/31/1980,3920,Class A,dpj24hmjc5,58.5,45.2,32.7,29.1,55,12.9,0.76,0,0,,1020.3,Clear conditions throughout the day.,Clear,,13.3,218.5,17.6
Hocking County,Ohio,Summer,"Report 378: Sighting by woman visiting an old rural cemetery, near Logan",39.58157,-82.36887,7/11/2000,378,Class A,dpj3jtsg65,81.4,73.3,67.6,67.8,83.7,65,0.33,0,0,,1013.6,Partly cloudy throughout the day.,Partially cloudy,,7.3,54.8,9.5
Hocking County,Ohio,Summer,,,,,30622,Class A,,,,,,,,,,,,,,,,,,
Hocking County,Ohio,Summer,Report 57774: Possible footprint find near Rockbridge State Nature Preserve,39.56573,-82.49833,6/25/2017,57774,Class B,dpj34dwx1d,75.2,66.4,54.8,50.6,59.9,15.1,0.05,0,0,,1018.7,Clear conditions throughout the day.,Clear,,9.9,271.9,16.8
Hocking County,Ohio,Summer,Report 58053: Possible track found and cast off a trail near Hocking River,39.57143,-82.49968,8/13/2017,58053,Class B,dpj34ev861,79.4,66.9,54.2,59.7,80.5,9.1,0.71,0,0,,1017,Clear conditions throughout the day.,Clear,,8.9,45.2,6.4
Holmes County,Ohio,Summer,Report 39360: Late night road crossing on SR 39 west of Nashville,40.61286,-82.17295,6/21/2012,39360,Class A,dpjx4177p3,89.2,80,70.8,63.1,59.1,11.1,0.07,0,0,,1014.5,Clear conditions throughout the day.,Clear,,9.8,242.4,15
Holmes County,Ohio,Summer,"Report 36830: Multiple witnesses watch figure cross road near Nashville, Ohio",40.61286,-82.17295,6/28/2012,36830,Class A,dpjx4177p3,96.9,80.3,63.2,60.4,52.1,12,0.32,0,0,,1009.9,Clear conditions throughout the day.,Clear,,9.8,226,14.8
Holmes County,Ohio,Winter,Report 38835: Possible footprints found in the snow on a farm near Nashville,40.62731,-82.12366,1/5/2013,38835,Class B,dpjx55zrhp,33.9,26.2,17,19.5,76.1,36.2,0.79,0,0,,1025.2,Partly cloudy throughout the day.,Partially cloudy,,8.8,213.6,13.1
Holmes County,Ohio,Spring,Report 41270: Possible daylight sighting while driving in farm country near Nashville,40.59307,-82.14194,5/27/2013,41270,Class B,dpjwfvdpf0,60.4,52.7,44.3,41.9,66.8,50.8,0.59,0.089,100,['rain'],1022.7,Partly cloudy throughout the day with rain.,"Rain, Partially cloudy",,9.7,132.4,12.6
Holmes County,Ohio,Summer,Report 42120: Possible nighttime sighting while camping on a farm on a foggy night near Nashville,40.60291,-82.16943,8/24/2013,42120,Class B,dpjwfpw11e,78.9,66.2,51.8,52.6,65.1,0,0.62,0,0,,1025.2,Clear conditions throughout the day.,Clear,,9.6,58.4,7.7
Huron County,Ohio,Summer,Report 49614: Strange game camera photo leads to finding possible footprints outside of New London,41.06939,-82.36591,8/24/2015,49614,Class B,dpm3tsqyx1,73.9,65.5,54.9,53.9,68.8,47.6,0.33,0.107,100,['rain'],1013,Becoming cloudy in the afternoon with early morning rain.,"Rain, Partially cloudy",,9.9,255.7,14.3
Jefferson County,Ohio,Fall,"Report 1507: Witness hears loud noise outside bedroom window, observes bipedal animal running away",40.36957,-80.77387,11/1/1981,1507,Class A,dpnt9vn3b3,66.1,53.4,41.4,39.4,61.1,68,0.16,0,0,,1028.3,Partly cloudy throughout the day.,Partially cloudy,,8.1,155.3,7.5
Jefferson County,Ohio,Fall,Report 5778: Couple horseback riding catch a glimpse of unknown creature followed by a nasty smell and a loud moaning scream,40.54269,-80.89606,8/7/1987,5778,Class B,dpnqxht631,85.2,74.2,63.5,60.6,66.1,26.8,0.44,0,0,,1017.6,Partly cloudy throughout the day.,Partially cloudy,,8.2,345,7.1
Jefferson County,Ohio,Winter,Report 4952: Evening sighting by ice fisherman near Friendship Lake,40.2831,-80.78826,12/31/1988,4952,Class A,dpnt1t7f14,38.2,30.7,25.8,23.1,73.5,36.7,0.77,0,0,,1021.2,Partly cloudy throughout the day.,Partially cloudy,,10.2,266.4,9.9
Jefferson County,Ohio,Fall,"Report 4951: Young hunter has sighting, accompanied by knocking sounds, near Wintersville",40.39103,-80.6937,9/30/1997,4951,Class A,dpntgbbwu9,64.2,60.3,56.4,49.7,68.8,91.2,0.97,0.051,100,['rain'],1002.4,Cloudy skies throughout the day with rain in the morning and afternoon.,"Rain, Overcast",,9.9,261.9,22.1
Jefferson County,Ohio,Spring,Report 8006: Strange vocalizations heard near a ravine just outside of Steubenville.,40.3725,-80.67828,6/1/2001,8006,Class B,dpntsjefgg,73.5,60.5,51.6,54.6,81.7,76.6,0.34,0.972,100,['rain'],1008.1,Partly cloudy throughout the day with rain.,"Rain, Partially cloudy",,8.5,176.4,14.3
Jefferson County,Ohio,Spring,Report 8785: Family has series of experiences north of Steubenville off of State Route 213,40.42591,-80.6616,5/1/2004,8785,Class A,dpntux21br,79.4,68.9,60.3,57.1,68.3,52,0.4,0.011,100,['rain'],1014.7,Partly cloudy throughout the day with early morning rain.,"Rain, Partially cloudy",,9.9,190,14.7
Jefferson County,Ohio,Fall,"Report 49653: Two incidents, years apart, one auditory, one visual, near Smithfield",40.29771,-80.75612,8/14/2020,49653,Class A,dpnt4rgpnj,88.9,79.3,70.9,62.2,59,15.5,0.86,0,0,,1015.4,Clear conditions throughout the day.,Clear,7,9.9,83.4,11.9
Jefferson County,Ohio,Summer,Report 69490: Missing chickens lead to discovery of large footprints by chicken coop near Bloomingdale,40.36887,-80.81801,7/24/2021,69490,Class B,dpnt8uyjey,82.4,72.5,62,62.4,72.1,28.1,0.52,0.001,100,['rain'],1017.5,Becoming cloudy in the afternoon with early morning rain.,"Rain, Partially cloudy",7,9.9,211.8,8.1
Lake County,Ohio,Fall,,,,,56073,Class B,,,,,,,,,,,,,,,,,,
Lawrence County,Ohio,Winter,Report 10925: Four men have a sighting after vocalizations cause them to leave their campsite near Lake Vesuvius.,38.60551,-82.71107,2/24/1991,10925,Class A,dnv5tggtkk,59.1,44.9,28.1,30.4,57.7,83.3,0.36,0,0,,1018.4,Partly cloudy throughout the day.,Partially cloudy,,14.7,247.7,13.9
Licking County,Ohio,Winter,"Report 8236: Two girls witness a large, hair covered baboon like creature squatting in the middle of the road",40.05998,-82.28814,1/15/1984,8236,Class A,dpj7zkxw73,20.1,16.4,11.3,5.2,61.2,66.6,0.41,0,0,,1032.8,Partly cloudy throughout the day.,Partially cloudy,,11.9,11.2,13.3
Fairfield County,Ohio,Summer,Report 7936: Three people driving slow down to witness a dark biped walking toward the wood line near the Rock Mill Wildlife area,39.74107,-82.70263,6/29/2000,7936,Class A,dpj4n49u90,75.5,65.2,53.8,55.8,75,27.5,0.93,0,0,,1013.5,Partly cloudy throughout the day.,Partially cloudy,,9.2,288.7,13.7
Erie County,Ohio,Fall,"Report 4299: Two men training a hunting dog hear a loud, deep scream then briefly witness a large hairy thing cross a small clearing",41.42364,-82.82491,10/29/2000,4299,Class B,dpm5ekbwpw,51.9,47.8,45.2,,,,0.08,,0,,1029.2,Partly cloudy throughout the day.,Clear,,,6.8,20.1
Delaware County,Ohio,Summer,Report 10861: Teenagers wading down the Olentangy River at night have a sighting south of Delaware.,40.26494,-83.0556,7/15/1976,10861,Class A,dphvn40b20,93.6,81.8,69.1,68,64.4,43.1,0.63,0.63,100,['rain'],1011.6,Becoming cloudy in the afternoon with late afternoon rain.,"Rain, Partially cloudy",,11.4,261.6,18.4
Defiance County,Ohio,Unknown,Report 4556: Midnight sighting by motorist on Coy Rd,41.34728,-84.54476,1/1/1977,4556,Class A,dp7ghph3k7,10.5,5.3,2,-4.2,64.1,77.3,0.38,0,0,,1022,Partly cloudy throughout the day.,Partially cloudy,,9.4,248.9,17.8
Cuyahoga County,Ohio,Summer,,,,,23414,Class A,,,,,,,,,,,,,,,,,,
Defiance County,Ohio,Spring,Report 2902: Man in boat spotting deer witnesses a three to four foot tall biped walking on a log followed by a scream,41.2625,-84.38103,5/24/1998,2902,Class A,dp7fxzee7r,69.9,60.8,53.7,53.6,77.9,73.6,0.96,0.206,100,['rain'],1012.4,Partly cloudy throughout the day with morning rain.,"Rain, Partially cloudy",,8.5,77.1,13.5
Clermont County,Ohio,Summer,Report 26149: Fishermen experience possible early morning vocalizations and rock throwing at East Fork Lake,39.03501,-84.1317,6/16/2009,26149,Class B,dnunjd15mm,78.4,72.4,65.9,64.3,77,52,0.8,0.49,100,['rain'],1013.8,Clearing in the afternoon with rain.,"Rain, Partially cloudy",,7.5,119.9,9.6
Clark County,Ohio,Winter,Report 1018: A man driving stops to watch a hair covered creature walk across a cornfield,39.92821,-83.64597,11/1/1989,1018,Class B,dphe0sdyet,52.5,42.7,33.6,34.2,73,62.7,0.1,0,0,,1024,Partly cloudy throughout the day.,Partially cloudy,,10.6,210.9,8.3
Champaign County,Ohio,Spring,Report 5311: Large hairy creature and footprints seen along fence line on property with past activity,40.04792,-83.5556,5/1/1983,5311,Class A,dphefds8j3,65.1,61.1,57.8,58,89.5,99.8,0.64,1.364,100,['rain'],1011.7,Cloudy skies throughout the day with a chance of rain throughout the day.,"Rain, Overcast",,7.5,166,16.3
Carroll County,Ohio,Summer,Report 8494: A woman recounts her childhood sighting near Atwood Lake,40.54605,-81.26217,8/1/1976,8494,Class A,dpnnwv4ty5,71.8,64.6,56,53.1,68.5,44.2,0.2,0,0,,1014.8,Partly cloudy throughout the day.,Partially cloudy,,11.4,351.3,13.2
Butler County,Ohio,Unknown,Report 6804: Two ourtdoorsmen chased by a large bear like biped recount 25+ years of strange occurrences.,39.49695,-84.45905,6/1/1986,6804,Class A,dp5bwn4y3m,84.2,75,64.4,64.1,70.4,34.9,0.8,0.045,100,['rain'],1009.6,Partly cloudy throughout the day with rain.,"Rain, Partially cloudy",,5.7,242.1,16
Brown County,Ohio,Summer,Report 25961: Young woman has close encounter at night outside of Georgetown,38.81772,-83.80582,7/27/1986,25961,Class A,dnukufw3wg,90.3,80.6,71.5,67.7,67,47.2,0.7,0,0,,1013.3,Partly cloudy throughout the day.,Partially cloudy,,8.4,36.9,10.3
Belmont County,Ohio,Fall,Report 48372: Memory told of being startled by a large biped while scouting for deer during the day near Whitney,40.01784,-80.93318,11/5/1994,48372,Class A,dpn7wm42b4,71.4,64.3,56,46.9,53.9,94.2,0.07,0,0,,1015.4,Cloudy skies throughout the day.,Overcast,,12.2,204.3,12.2
Auglaize County,Ohio,Fall,,,,,3385,Class A,,,,,,,,,,,,,,,,,,
Athens County,Ohio,Summer,Report 7803: Three college students witness a large creature standing just off of the railroad tracks.,39.4484,-82.2244,7/1/1980,7803,Class A,dpj82vq58d,78.5,66.9,53.6,57.4,73.2,68.9,0.62,0,0,,1017,Partly cloudy throughout the day.,Partially cloudy,,11.7,173.2,11.4
Athens County,Ohio,Fall,Report 4202: Evening sighting by squirrel hunter in woods behind old brick Kilns,39.45789,-82.24257,9/1/1994,4202,Class A,dpj82x0fc5,68.9,62.9,57.4,55.4,77.4,92.3,0.87,0.334,100,['rain'],1021.8,Cloudy skies throughout the day with morning rain.,"Rain, Overcast",,11.6,338.6,10.2
Athens County,Ohio,Fall,"Report 3533: Hunter hears late night wood knocking near Nelsonville, by Wayne Nat'l Forest",39.47642,-82.24155,11/19/1998,3533,Class B,dpj88d3wbf,60.9,54.1,45.5,44.6,70.4,68.3,0.02,0,0,,1016.4,Partly cloudy throughout the day.,Partially cloudy,,8.6,208.2,16.1
